,Year,Coal Prod,Gas Prod,Oil Prod
0,1710,0.0,0.0,0.0
1,1711,0.0,0.0,0.0
2,1712,0.0,0.0,0.0
3,1713,0.0,0.0,0.0
4,1714,0.0,0.0,0.0
5,1715,0.0,0.0,0.0
6,1716,0.0,0.0,0.0
7,1717,0.0,0.0,0.0
8,1718,0.0,0.0,0.0
9,1719,0.0,0.0,0.0
10,1720,0.0,0.0,0.0
11,1721,0.0,0.0,0.0
12,1722,0.0,0.0,0.0
13,1723,0.0,0.0,0.0
14,1724,0.0,0.0,0.0
15,1725,0.0,0.0,0.0
16,1726,0.0,0.0,0.0
17,1727,0.0,0.0,0.0
18,1728,0.0,0.0,0.0
19,1729,0.0,0.0,0.0
20,1730,0.0,0.0,0.0
21,1731,0.0,0.0,0.0
22,1732,0.0,0.0,0.0
23,1733,0.0,0.0,0.0
24,1734,0.0,0.0,0.0
25,1735,0.0,0.0,0.0
26,1736,0.0,0.0,0.0
27,1737,0.0,0.0,0.0
28,1738,0.0,0.0,0.0
29,1739,0.0,0.0,0.0
30,1740,0.0,0.0,0.0
31,1741,0.0,0.0,0.0
32,1742,0.0,0.0,0.0
33,1743,0.0,0.0,0.0
34,1744,0.0,0.0,0.0
35,1745,0.0,0.0,0.0
36,1746,0.0,0.0,0.0
37,1747,0.0,0.0,0.0
38,1748,0.0,0.0,0.0
39,1749,0.0,0.0,0.0
40,1750,0.0,0.0,0.0
41,1751,0.0,0.0,0.0
42,1752,0.0,0.0,0.0
43,1753,0.0,0.0,0.0
44,1754,0.0,0.0,0.0
45,1755,0.0,0.0,0.0
46,1756,0.0,0.0,0.0
47,1757,0.0,0.0,0.0
48,1758,0.0,0.0,0.0
49,1759,0.0,0.0,0.0
50,1760,0.0,0.0,0.0
51,1761,0.0,0.0,0.0
52,1762,0.0,0.0,0.0
53,1763,0.0,0.0,0.0
54,1764,0.0,0.0,0.0
55,1765,0.0,0.0,0.0
56,1766,0.0,0.0,0.0
57,1767,0.0,0.0,0.0
58,1768,0.0,0.0,0.0
59,1769,0.0,0.0,0.0
60,1770,0.0,0.0,0.0
61,1771,0.0,0.0,0.0
62,1772,0.0,0.0,0.0
63,1773,0.0,0.0,0.0
64,1774,0.0,0.0,0.0
65,1775,0.0,0.0,0.0
66,1776,0.0,0.0,0.0
67,1777,0.0,0.0,0.0
68,1778,0.0,0.0,0.0
69,1779,0.0,0.0,0.0
70,1780,0.0,0.0,0.0
71,1781,0.0,0.0,0.0
72,1782,0.0,0.0,0.0
73,1783,0.0,0.0,0.0
74,1784,0.0,0.0,0.0
75,1785,0.0,0.0,0.0
76,1786,0.0,0.0,0.0
77,1787,0.0,0.0,0.0
78,1788,0.0,0.0,0.0
79,1789,0.0,0.0,0.0
80,1790,0.0,0.0,0.0
81,1791,0.0,0.0,0.0
82,1792,0.0,0.0,0.0
83,1793,0.0,0.0,0.0
84,1794,0.0,0.0,0.0
85,1795,0.0,0.0,0.0
86,1796,0.0,0.0,0.0
87,1797,0.0,0.0,0.0
88,1798,0.0,0.0,0.0
89,1799,0.0,0.0,0.0
90,1800,0.0,0.0,0.0
91,1801,0.0,0.0,0.0
92,1802,0.0,0.0,0.0
93,1803,0.0,0.0,0.0
94,1804,0.0,0.0,0.0
95,1805,0.0,0.0,0.0
96,1806,0.0,0.0,0.0
97,1807,0.0,0.0,0.0
98,1808,0.0,0.0,0.0
99,1809,0.0,0.0,0.0
100,1810,0.0,0.0,0.0
101,1811,0.0,0.0,0.0
102,1812,0.0,0.0,0.0
103,1813,0.0,0.0,0.0
104,1814,0.0,0.0,0.0
105,1815,0.0,0.0,0.0
106,1816,0.0,0.0,0.0
107,1817,0.0,0.0,0.0
108,1818,0.0,0.0,0.0
109,1819,0.0,0.0,0.0
110,1820,0.0,0.0,0.0
111,1821,0.0,0.0,0.0
112,1822,0.0,0.0,0.0
113,1823,0.0,0.0,0.0
114,1824,0.0,0.0,0.0
115,1825,0.0,0.0,0.0
116,1826,0.0,0.0,0.0
117,1827,0.0,0.0,0.0
118,1828,0.0,0.0,0.0
119,1829,0.0,0.0,0.0
120,1830,0.0,0.0,0.0
121,1831,0.0,0.0,0.0
122,1832,0.0,0.0,0.0
123,1833,0.0,0.0,0.0
124,1834,0.0,0.0,0.0
125,1835,0.0,0.0,0.0
126,1836,0.0,0.0,0.0
127,1837,0.0,0.0,0.0
128,1838,0.0,0.0,0.0
129,1839,0.0,0.0,0.0
130,1840,0.0,0.0,0.0
